"REF_DATE","GEO","DGUID","Family type","Family composition","Parent characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21211346","14.1.5.1","96460","","","","0"
"2015","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21211346","14.1.5.1","97620","","","","0"
"2016","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21211346","14.1.5.1","102120","","","","0"
"2017","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21211346","14.1.5.1","105200","","","","0"
"2007","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","38440","","","","0"
"2008","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","38340","","","","0"
"2009","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","37850","","","","0"
"2010","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","38260","","","","0"
"2011","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","39130","","","","0"
"2012","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","39990","","","","0"
"2013","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","40880","","","","0"
"2014","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","41660","","","","0"
"2015","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","42370","","","","0"
"2016","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","44350","","","","0"
"2017","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21211349","14.1.5.4","45060","","","","0"
"2007","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","770","","","","0"
"2008","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","750","","","","0"
"2009","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","800","","","","0"
"2010","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","810","","","","0"
"2011","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","910","","","","0"
"2012","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","980","","","","0"
"2013","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","1040","","","","0"
"2014","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","1090","","","","0"
"2015","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","1150","","","","0"
"2016","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","1230","","","","0"
"2017","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21211352","14.1.5.7","1350","","","","0"
"2007","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","71250","","","","0"
"2008","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","73280","","","","0"
"2009","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","74140","","","","0"
"2010","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","75550","","","","0"
"2011","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","77910","","","","0"
"2012","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","80210","","","","0"
"2013","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","82050","","","","0"
"2014","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","83610","","","","0"
"2015","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","86850","","","","0"
"2016","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","91170","","","","0"
"2017","Montréal, Quebec","2016S0503462","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21211353","14.1.5.8","95380","","","","0"
"2007","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2008","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2009","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2010","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2011","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2012","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2013","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2014","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2015","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2016","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2017","Montréal, Quebec","2016S0503462","All families","Average family size","All parental age groups","Number","223","units","0","v21211354","14.1.6.1","2.9","","","","1"
"2007","Montréal, Quebec","2016S0503462","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211357","14.1.6.4","3.4","","","","1"
"2008","Montréal, Quebec","2016S0503462","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211357","14.1.6.4","3.4","","","","1"
"2009","Montréal, Quebec","2016S0503462","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211357","14.1.6.4","3.4","","","","1"
"2010","Montréal, Quebec","2016S0503462","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211357","14.1.6.4","3.4","","","","1"
"2011","Montréal, Quebec","2016S0503462","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211357","14.1.6.4","3.4","","","","1"
"2012","Montréal, Quebec","2016S0503462","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211357","14.1.6.4","3.4","","","","1"
"2013","Montréal, Quebec","2016S0503462","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211357","14.1.6.4","3.4","","","","1"
"2014","Montréal, Quebec","2016S0503462","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21211357","14.1.6.4","3.4","","","","1"
