"REF_DATE","GEO","DGUID","Family type","Family composition","Parent characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","81150","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","81960","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","83610","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","85990","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","88570","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","90060","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","92340","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","94390","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","95330","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","All parental age groups","Number","223","units","0","v21214690","34.1.3.1","97180","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","17300","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","17190","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","17110","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","17560","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","18180","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","19100","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","19580","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","20300","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","20990","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","21300","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 35 to 44 years","Number","223","units","0","v21214693","34.1.3.4","22020","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","8780","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","9080","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","9280","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","9420","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","9920","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","10320","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","10860","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","11320","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","11910","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","12420","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Older parent aged 65 years and over","Number","223","units","0","v21214696","34.1.3.7","13120","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","78320","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","83940","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","82360","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","83780","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","87950","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","92460","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","95630","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","98890","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","99120","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","95230","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 1 child","Median total income","Dollars","81","units","0","v21214697","34.1.3.8","97120","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","70160","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","70960","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","71560","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","71990","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","73500","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","75080","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","77600","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","79820","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","82500","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","84110","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","All parental age groups","Number","223","units","0","v21214698","34.1.4.1","86320","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","26290","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","26260","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","26210","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","26430","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","27160","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","28020","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","29160","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","30420","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","31930","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","32960","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 35 to 44 years","Number","223","units","0","v21214701","34.1.4.4","34250","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","1320","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","1380","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","1410","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","1410","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","1540","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","1640","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","1740","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","1860","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","1950","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","2050","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Older parent aged 65 years and over","Number","223","units","0","v21214704","34.1.4.7","2210","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","99240","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","105850","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","103180","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","104900","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","110270","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","116190","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","120200","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","124030","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","123020","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","118780","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 2 children","Median total income","Dollars","81","units","0","v21214705","34.1.4.8","121410","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","31900","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","32240","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","32220","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","33140","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","34140","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","35380","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","36620","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","38130","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","39560","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","40970","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","All parental age groups","Number","223","units","0","v21214706","34.1.5.1","42760","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","13590","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","13610","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","13500","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","14010","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","14660","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","15400","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","16170","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","17140","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","17960","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","18830","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 35 to 44 years","Number","223","units","0","v21214709","34.1.5.4","19710","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","230","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","230","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","260","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","270","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","260","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","290","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","310","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","340","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","340","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","370","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Older parent aged 65 years and over","Number","223","units","0","v21214712","34.1.5.7","410","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","91090","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","96260","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","93440","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","95270","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","99060","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","104760","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","107850","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","111070","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","111680","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","107440","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Families with 3 or more children","Median total income","Dollars","81","units","0","v21214713","34.1.5.8","110240","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","3.0","","","","1"
"2008","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","2.9","","","","1"
"2009","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","2.9","","","","1"
"2010","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","2.9","","","","1"
"2011","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","2.9","","","","1"
"2012","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","2.9","","","","1"
"2013","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","2.9","","","","1"
"2014","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","2.9","","","","1"
"2015","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","2.9","","","","1"
"2016","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","3.0","","","","1"
"2017","Edmonton, Alberta","2016S0503835","All families","Average family size","All parental age groups","Number","223","units","0","v21214714","34.1.6.1","3.0","","","","1"
"2007","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.5","","","","1"
"2008","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.5","","","","1"
"2009","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.5","","","","1"
"2010","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.5","","","","1"
"2011","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.5","","","","1"
"2012","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.5","","","","1"
"2013","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.5","","","","1"
"2014","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.5","","","","1"
"2015","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.5","","","","1"
"2016","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.6","","","","1"
"2017","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 35 to 44 years","Number","223","units","0","v21214717","34.1.6.4","3.6","","","","1"
"2007","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2008","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2009","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2010","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2011","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2012","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2013","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2014","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2015","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2016","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2017","Edmonton, Alberta","2016S0503835","All families","Average family size","Older parent aged 65 years and over","Number","223","units","0","v21214720","34.1.6.7","2.2","","","","1"
"2007","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","83460","","","","0"
"2008","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","88190","","","","0"
"2009","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","86250","","","","0"
"2010","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","87930","","","","0"
"2011","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","91860","","","","0"
"2012","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","96030","","","","0"
"2013","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","98480","","","","0"
"2014","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","101470","","","","0"
"2015","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","101870","","","","0"
"2016","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","98890","","","","0"
"2017","Edmonton, Alberta","2016S0503835","All families","Average family size","Median total income","Dollars","81","units","0","v21214721","34.1.6.8","101190","","","","0"
"2007","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2008","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2009","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2010","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2011","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2012","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2013","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2014","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2015","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2016","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
"2017","Edmonton, Alberta","2016S0503835","All families","Average size of families with children","All parental age groups","Number","223","units","0","v21214722","34.1.7.1","3.6","","","","1"
